URL,Title,year,Release date,Genres,Language,Country,Main image,Duration,Rating,Director,Stars,Short Description,Story line,Budget,Opening Weekend,Gross,Production Company,Runtime,SoundMix,Color,Aspect Ration,Official Sites,Also Known As,Filming Location,Writers,TagLines,Plot Keywords
http://www.imdb.com/title/tt0208204/,Hidden Passion,2000,,"Romance, Thriller",English,USA,,93 min,3.4,Jay Madison,"Kim Dawson, Jonathan Fraser",,,"$650,000(estimated)",,,MRG Entertainment,93 min,Mono,Color,,,Swingers - Geheime Leidenschaft,"Malibu, California, USA",,,"Adulterous Wife , Female Nudity , Stripper , Adultery , Erotica , See more"
http://www.imdb.com/title/tt0219636/,Dancing in September,2000,,Drama,English,USA,"http://ia.media-imdb.com/images/M/MV5BMTY0Nzg5MTE2MV5BMl5BanBnXkFtZTcwMzY4MzYxMQ@@._V1._SY317_CR2,0,214,317_.jpg",107 min,6.2,Reggie Rock Bythewood,"Tichina Arnold, James Avery",A black female TV producer struggles in Hollywood.,A black female TV producer struggles in Hollywood.,"$850,000(estimated)",,,"HBO Films, StarRise Entertainment, WeeCan Productions",,,,,,Auf der Woge des Erfolgs,"Los Angeles, California, USA",,The revolution WILL be televised.,"Institutional Discrimination , African American , Network Executive , Suicide , Independent Film"
http://www.imdb.com/title/tt0167183/,The Girls' Room,2000,,"Comedy, Drama",English,USA,"http://ia.media-imdb.com/images/M/MV5BMjE3NjM1NDYxOF5BMl5BanBnXkFtZTcwMDI4MzgyMQ@@._V1._SY317_CR5,0,214,317_.jpg",101 min,5.1,Irene Turner,"Soleil Moon Frye, Wil Wheaton",It doesn't end here...,,,,,Oil & Water Productions,101 min,Dolby SR,Color,1.85 : 1,,Best of Enemies,"Los Angeles, California, USA",,It doesn't end here...,"Southerner , Fraternity , Party , College Test , College , See more"
http://www.imdb.com/title/tt0219640/,Daybreak,2000,,"Drama, Thriller",English,USA,"http://ia.media-imdb.com/images/M/MV5BMTI5Nzc4MzQzN15BMl5BanBnXkFtZTcwMDQ2OTMyMQ@@._V1._SY317_CR5,0,214,317_.jpg",94 min,3.8,Jean Pellerin,"Roy Scheider, Ted McGinley",The shortest distance between two points is disaster.,,,,,,,,,,,Rapid Transit,,Geri Cudia BargerPhillip J. Rothand 1 more credit,The shortest distance between two points is disaster.,"Subway , Train"
http://www.imdb.com/title/tt0295445/,Gui ming mo,2000,9 March 2000,"Comedy, Horror",Cantonese,Hong Kong,,,5.7,Chun Keung Chiu,"Chi-Kwong Cheung, Gabriel Harrison",,,,,,,,,Color,,,Model from Hell,,,,"Beach , Three Headed Creature , Modeling School"
http://www.imdb.com/title/tt0120698/,The Highwayman,2000,28 April 2000,"Comedy, Drama, Thriller",English,"USA, Canada",http://ia.media-imdb.com/images/M/MV5BMjAzNDcwODM1MF5BMl5BanBnXkFtZTYwMDE4Mzc4._V1._SY317_.jpg,94 min,4.2,Keoni Waxman,"Stephen McHattie, Laura Harris","A dark, comedic thriller about fraud, bank robbers and a search for love.","A dark, comedic thriller about fraud, bank robbers and a search for love.",,,,"Lions Gate Films, Norstar Entertainment, Canadian Television Fund",94 min,Dolby Digital,Color,1.85 : 1,,Voie express,"Apache Junction, Arizona, USA",,,"Bank Robber , Dark Comedy , Shotgun , Eviction , Suicide Attempt , See more"
http://www.imdb.com/title/tt0349092/,Ang babaeng putik,2000,28 March 2000,"Action, Thriller, Horror","Filipino, Tagalog",Philippines,,105 min,7.8,Rico Maria Ilarde,"Carlos Morales, Klaudia Koronel",,,,,,Regal Films,,,,,,Woman of Mud,"La Mesa Dam, Quezon City, Metro Manila, Philippines",Andrew ParedesRico Maria Ilardeand 1 more credit,,"Monster , Bow And Arrow , Salt , Erotica , Characters Killed One By One , See more"
http://www.imdb.com/title/tt0259221/,Scandal: Body of Love,2000,,Drama,English,USA,,,3.6,Peter Diamond,"Jason Schnuit, Amber Newman",,,,,,"Click Productions, Oranton Ltd., Riouw Beleggingen BV",,,,,,,,Sebastien ChartierPeter Diamond,,"Erotica , Female Nudity , Lesbian Sex"
http://www.imdb.com/title/tt0183056/,Esther Kahn,2000,4 October 2000,"Drama, Romance",English,"France, UK","http://ia.media-imdb.com/images/M/MV5BNzY2MjY0MjUzNV5BMl5BanBnXkFtZTcwMDA2NDIyMQ@@._V1._SY317_CR6,0,214,317_.jpg",142 min,6.7,Arnaud Desplechin,"Summer Phoenix, Ian Holm",A Jewish girl in 19th century London dreams of becoming a stage actress.,A Jewish girl in 19th century London dreams of becoming a stage actress.,,,,"Arts Council of England, British Screen Productions, British Sky Broadcasting (BSkyB)",142 min,"DTS, Dolby Digital",Color,1.85 : 1,"Bac Films [France] (French), Empire Pictures [France]",eSTheR KaHN,"London, England, UK",Emmanuel BourdieuArnaud Desplechinand 1 more credit,,"Girl , 19th Century , Actress , Jewish , Theatre , See more"
http://www.imdb.com/title/tt0206382/,Massholes,2000,,Comedy,English,USA,,,4.3,John Chase,"Desmond Harrington, Steve Moreno",A day in the life of four Massachusetts high schoolers.,A day in the life of four Massachusetts high schoolers.,,,,,,,,,,,"Hull, Massachusetts, USA",,,"1970s , Teen , Independent Film"
http://www.imdb.com/title/tt0197072/,Under Pressure,2000,,"Action, Thriller",English,USA,"http://ia.media-imdb.com/images/M/MV5BMTc0NzUwNTM4Nl5BMl5BanBnXkFtZTcwOTA3MjkxMQ@@._V1._SY317_CR3,0,214,317_.jpg",87 min,3.9,Jean Pellerin,"Rob Lowe, Larisa Miller",A car ferry carrying a valuable artifact is sunk by a group of international thieves.,"Elgin Bates, a billionaire art collector, hires a British sociopath to help him find a priceless, long-lost, storied sculpture. Bates's man unearths the sculpture in Greece, but it's taken from him by Athens customs agents and put on a tourist ship bound for a museum on Lesbos. En route, Bates's hired guns hijack the ship, start a fire fight with soldiers guarding the statue, and prepare to rendezvous with a sub in Bates's hire. On the ship are a scholar and her daredevil husband. She recognizes the statue and grabs it before the sociopath can. With the ship sinking, she and her husband are under figurative and literal pressure to find a way to escape with their lives and the statue.,",,,,Unified Film Organization (UFO),,,,,official site,Escape Under Pressure,"Santa Clarita, California, USA",Jim ChristopherPhillip J. Roth,Between the devil and the deep blue sea lies a fortune worth risking your life for.,"Hijack , Art Collector , Ferry , Submarine , Underwater , See more"
http://www.imdb.com/title/tt0176650/,Delta Force One: The Lost Patrol,2000,5 October 2000,Action,English,USA,"http://ia.media-imdb.com/images/M/MV5BMjAyOTA2MDk5MV5BMl5BanBnXkFtZTcwNzA5OTkxMQ@@._V1._SY317_CR1,0,214,317_.jpg",93 min,2.7,Joseph Zito,"Gary Daniels, Mike Norris",An elite commando unit must rescue a captured peacekeeping force from a ruthless international arms dealer.,"An international peace-keeping force is trying to keep relations between two Middle-Eastern nations from exploding into open warfare. When one of the patrols disappears in the desert, a group of soldiers from different nations is thrown together to go look for them. After being fired upon by some Arab soldiers, the patrol discovers that one of the sides has smuggled a nuclear weapon and is planning to use it to bring the fighting to its ultimate end.,",,,,,,,,,,D.F.1: The Lost Patrol,Israel,,,Independent Film
http://www.imdb.com/title/tt0219175/,Mexico City,2000,,"Crime, Drama, Mystery, Thriller",English,"Mexico, USA","http://ia.media-imdb.com/images/M/MV5BMjE1OTI3NjI4M15BMl5BanBnXkFtZTcwODUwMDIyMQ@@._V1._SY317_CR4,0,214,317_.jpg",90 min,5.6,Richard Shepard,"Stacy Edwards, Jorge Robles",A woman's desperate search for her brother in the capital of Mexico.,"After divorce and the death of her two children, Mitch is headed for Oaxaca with her brother Sam, a photographer. During their one-day layover in Mexico City, Sam goes out for a night on the town and doesn't return. Mitch goes for help to the American embassy and starts her own search with the aid of Pedro, a cabbie. She finds the cantina where Sam was drinking and stands up to a gang leader to learn some of what happened that night. He gives her Sam's camera, and the photos on the last roll of film become the object of a hunt by some very determined criminals. Can Mitch find Sam, learn what he saw that night, and stay safe? Whom can she trust?,",,,,"Abandon Pictures, Curb Entertainment, Paddy Wagon Productions",90 min,Dolby Digital,Color,1.78 : 1,Richard Shepard's Diary,Distrito federal,"Mexico City, Distrito Federal, Mexico",Richard ShepardJonathan Stern,A Desperate Chase In One Of The Deadliest Cities In The World!,"Mexico City , Murder Witness , Man With Glasses , Kidnapping , Murder , See more"
http://www.imdb.com/title/tt0153644/,Wanted,2000,,"Drama, Thriller",English,USA,,,4.2,Terence M. O'Keefe,"Tracey Gold, Michael Sutton",,,,,,World International Network (WIN),,Ultra Stereo,Color,,,Buscando una salida,"Los Angeles, California, USA",Terence M. O'KeefeMark Evan Schwartz,,"One Word Title , Independent Film"
http://www.imdb.com/title/tt0248924/,Jebiga,2000,13 April 2000,Comedy,Slovenian,Slovenia,,90 min,7.1,Miha Hocevar,"Matej Druznik, David Furlan",,,,,,Nora Production Group,90 min,,Color,,,Fuck It,"Island Rab, Croatia",,,
http://www.imdb.com/title/tt0221115/,Denti,2000,13 October 2000,"Comedy, Drama, Romance",Italian,Italy,http://ia.media-imdb.com/images/M/MV5BMTIxOTY2MDA4NV5BMl5BanBnXkFtZTcwNjMzNDQzMQ@@._V1_.jpg,96 min,6.6,Gabriele Salvatores,"Sergio Rubini, Anouk Grinberg",,,,,,"Cecchi Gori Group Tiger Cinematografica, Colorado Film Production",96 min,Dolby Digital,Color,2.35 : 1,,Teeth,,Domenico StarnoneGabriele Salvatores,,Based On Novel
http://www.imdb.com/title/tt0208883/,Desire,2000,,"Drama, Romance, Thriller",English,"Canada, Germany",,97 min,5.6,Colleen Murphy,"Katja Riemann, Zachary Bennett",,,,,,"Bioskop Film, Buffalo Gal Pictures, Subjective Eye",97 min,Stereo,Color,1.66 : 1,,Begierde,"Winnipeg, Manitoba, Canada",,,"Female Nudity , Sexual Problems , Sex , Disappearance , Mother Son Relationship , See more"
http://www.imdb.com/title/tt0270059/,Waiting,2000,,Comedy,English,USA,"http://ia.media-imdb.com/images/M/MV5BMTIwNTk2ODExMF5BMl5BanBnXkFtZTcwOTE4MTIyMQ@@._V1._SY317_CR4,0,214,317_.jpg",80 min,5.8,Patrick Hasson,"Will Keenan, Kerri Kenney",What goes on behind the kitchen doors is better left unknown...,,,,,Manayunk Pictures,80 min,,Color,,,,"Philadelphia, Pennsylvania, USA",,What goes on behind the kitchen doors is better left unknown...,"Dominatrix , Independent Film"
http://www.imdb.com/title/tt0279809/,Fatal Conflict,2000,10 November 2000,"Action, Drama, Sci-Fi",English,"Czech Republic, Canada",,92 min,3.2,Lloyd A. Simandl,"Kari Wuhrer, Jennifer Rubin",An ex-star pilot must stop a mad criminal and his gang from destroying what is left of civilization.,An ex-star pilot must stop a mad criminal and his gang from destroying what is left of civilization.,,,,North American Pictures,92 min,,Color,,,The Prey,,,One man wants her. One woman wants her dead.,"Wet T Shirt , Czechploitation"
http://www.imdb.com/title/tt0303274/,Romanovy: Ventsenosnaya semya,2000,19 July 2000,"Biography, Drama, History",Russian,Russia,,140 min,5.7,Gleb Panfilov,"Aleksandr Galibin, Lynda Bellingham",The story of the last year and a half of Tsar Nicholas II and his family from the February Revolution of 1917 to their execution in July 1918.,The story of the last year and a half of Tsar Nicholas II and his family from the February Revolution of 1917 to their execution in July 1918.,"RUR 405,000,000(estimated)",,,"Goskino, Vera",140 min,,Color,1.66 : 1,"Gleb Panfilov Official site [Russia], Official site [Russia]",The Romanovs: An Imperial Family,"St. Petersburg, Russia",Inna ChurikovaGleb Panfilovand 1 more credit,,"Empress Alexandra Fyodorovna , Russia , Red Army , Abdication , Execution , See more"
http://www.imdb.com/title/tt0262676/,Passage du milieu,2000,14 February 2001,"Drama, History",French,"France, Martinique",http://ia.media-imdb.com/images/M/MV5BMTk1ODI3MzkyNF5BMl5BanBnXkFtZTcwMDQ3OTMyMQ@@._V1._SY317_.jpg,78 min,5.7,Guy Deslauriers,Djimon Hounsou,"A realistic look at the horrors of the slave trade, told entirely through the voice of a dead African slave whose spirit haunts the ocean route.","A realistic look at the horrors of the slave trade, told entirely through the voice of a dead African slave whose spirit haunts the ocean route.",,,,"Les Films du Dorlis, R.F.O.",78 min,Dolby,Color,,,The Middle Passage,,Claude ChonvillePatrick Chamoiseauand 1 more credit,,"Slave , Slave Trade , African , Collaboration , Sailing Ship , See more"
http://www.imdb.com/title/tt0238274/,Hollywood Sins,2000,,Drama,English,USA,,108 min,4.2,Edward Holzman,"Justin Carroll, Kim Dawson",,,,,,,,,,,,Love's Hidden Talent,,,,"Lesbian , Lesbian Sex , Bare Breasts , Lesbianism , Sex , See more"
http://www.imdb.com/title/tt0252985/,Chiedimi se sono felice,2000,15 December 2000,"Comedy, Drama",Italian,Italy,http://ia.media-imdb.com/images/M/MV5BMTIzNjE2MzU2M15BMl5BanBnXkFtZTYwNTc0ODc5._V1_.jpg,100 min,6.9,AldoGiacomo,"Aldo, Giovanni",,,"ITL 7,000,000,000(estimated)",,"ITL 55,013,860,000(Italy)","A.Gi.Di., Kubla Khan, Medusa Produzione",100 min,Dolby Digital,Color,,Medusa Film,Ask Me If I Am Happy,"Cremona, Lombardia, Italy",AldoPaolo Cananziand 5 more credits,,
http://www.imdb.com/title/tt0232293/,Paul Is Dead,2000,,Drama,German,Germany,,75 min,7.1,Hendrik Handloegten,"Sebastian Urzendowsky, Martin Reinhold",A pupil finds out that Paul McCartney died early and the public had not been informed at all.,"Pupil Tobias is a big Beatles fan. He knows everything about his favourite group. All the pieces of trivia he has collected seem to be pieces of a puzzle which lead to the only possible conclusion: Paul McCartney has died early and was replaced with a double by the band's management. Now Tobias has to communicate his findings.,",,,,"X-Filme Creative Pool, Zweites Deutsches Fernsehen (ZDF), Deutsche Film- und Fernsehakademie Berlin (DFFB)",75 min,Dolby SR,Color,1.66 : 1,,,"Berlin, Germany",,,"Conspiracy Theory , The Beatles , 1970s , Audio Cassette , Character Name In Title"
http://www.imdb.com/title/tt0198654/,Lijmen/Het been,2000,18 January 2001,"Crime, Drama",Dutch,"Belgium, Netherlands",,110 min,7.0,Robbe De Hert,"Koen De Bouw, Mike Verdrengh","Story of two con men, Boorman and his younger assistant Laarmans, who are trying to sell companies their non-existing magazine.","Story of two con men, Boorman and his younger assistant Laarmans, who are trying to sell companies their non-existing magazine.",,,,"Cineventura, Signature Films",,,,,,Lijmen,"Ghent, Flanders, Belgium",Fernand AuweraRobbe De Hertand 3 more credits,,"Amputee , Leg , 1930s , Scam , Con Artist , See more"
http://www.imdb.com/title/tt0347604/,Nag-aapoy na laman,2000,14 February 2000,Drama,"Filipino, Tagalog",Philippines,,95 min,,Don Escudero,"Zoren Legaspi, Ara Mina",,,,,,"Regal Films, Available Light Production",95 min,,Color,,,,"Sampaloc Lake, San Pablo City, Laguna, Luzon, Philippines",,,"Sexy Pinay , Softcore , Jail , Erotica , Sex , See more"
http://www.imdb.com/title/tt0148421/,Looking for an Echo,2000,,Drama,English,USA,"http://ia.media-imdb.com/images/M/MV5BMTQwNzYyMDI2M15BMl5BanBnXkFtZTcwNTE1NTgxMQ@@._V1._SY317_CR9,0,214,317_.jpg",97 min,6.2,Martin Davidson,"Armand Assante, Diane Venora",The lead singer of an oldies group reminisces about the good ol' days and a potential comeback.,The lead singer of an oldies group reminisces about the good ol' days and a potential comeback.,,"$8,000(USA)(12 November 2000)(7 Screens)","$8,000(USA)(12 November 2000)","Echo Productions, Steve Tisch Company, The",97 min,Stereo,Color,,Official site,Ecos do Passado,"Atlantic City, New Jersey, USA",Jeffrey GoldenbergRobert Heldand 1 more credit,"We were looking for an echo, An answer to our sound, A place to be in harmony, A place we almost found. - Vinnie and the Dreamers","Leukemia , Doo Wop , Independent Film"
http://www.imdb.com/title/tt0283110/,Les vampyres,2000,,Adult,English,USA,"http://ia.media-imdb.com/images/M/MV5BMTI0Njc4MTEzN15BMl5BanBnXkFtZTcwNDE4MTcyMQ@@._V1._SY317_CR6,0,214,317_.jpg",91 min,5.7,James Avalon,"Syren, Jewel Valmont",,,,,,,,,,,,Les vampires,"Los Angeles, California, USA",,,"Female Nudity , Sex , Female Vampire , Hardcore , Lesbian Sex"
http://www.imdb.com/title/tt0259741/,Ha yat dik mo mo cha,2000,12 August 2000,"Comedy, Romance","Mandarin, Cantonese",Hong Kong,"http://ia.media-imdb.com/images/M/MV5BMjA3MTA1MDIwMV5BMl5BanBnXkFtZTcwNDUxNjMyMQ@@._V1._SY317_CR8,0,214,317_.jpg",98 min,5.9,Jingle Ma,"Richie Ren, Sammi Cheng",,,,,,"Golden Harvest Company, Red on Red Productions",98 min,,,1.85 : 1,,Jia ri de ma ma cha,"Kuala Terengganu, Terengganu, Malaysia",,,"Beach , Malaysia , Asia"
http://www.imdb.com/title/tt0217654/,Militia,2000,,"Action, Adventure",English,USA,"http://ia.media-imdb.com/images/M/MV5BMTQwNDU0MTc3MV5BMl5BanBnXkFtZTcwMTU0MTkxMQ@@._V1._SY317_CR6,0,214,317_.jpg",89 min,2.8,Jim Wynorski,"Dean Cain, Jennifer Beals",An ATF agent goes undercover to retrieve stolen anthrax missiles.,An ATF agent goes undercover to retrieve stolen anthrax missiles.,,,,,89 min,Dolby Digital,Color,1.85 : 1,,A Irmandade,"Santa Clarita, California, USA",Steve LatshawWilliam Carson,,"ATF Agent , Anthrax , ATF , U.S. Army , Ponytail , See more"
http://www.imdb.com/title/tt0179191/,Genghis Khan,2000,1 April 2000,"Adventure, Drama, War","Mandarin, Mongolian",China,,113 min,6.8,MailisiSaifu,"Liya Ai, Tumen",,,,,,,,,,,,,,,,"Battle , Tatar , Genghis Khan , Bride Stealing , Empire , See more"
http://www.imdb.com/title/tt0205936/,Five Seconds to Spare,2000,,"Crime, Mystery, Thriller",English,UK,"http://ia.media-imdb.com/images/M/MV5BNzE0NDc5NTk4N15BMl5BanBnXkFtZTcwMTgyMTcxMQ@@._V1._SY317_CR3,0,214,317_.jpg",99 min,5.9,Tom Connolly,"Andy Serkis, Sian Reeves","A young musician travels to London in pursuit of his dreams, but winds up the sole witness to a bizarre murder.","A young musician travels to London in pursuit of his dreams, but winds up the sole witness to a bizarre murder.",,,,"Scala Wildgaze, WAVEpictures",,,,,,Cinco Segundos para Dispensar,"London, England, UK",Tom ConnollyJonathan Coe,,"Musician , Murder , Independent Film , Based On Novel"
http://www.imdb.com/title/tt0240400/,Castle Rock,2000,,Action,English,USA,,81 min,5.2,Craig Clyde,"Alana Austin, Roger Velasco",,,,,,"Majestic Film Partners, Tag Entertainment",,,,,,Fuga Sem Fim,"Ridgecrest, California, USA",Bryce W. FillmoreCraig Clydeand 1 more credit,,
http://www.imdb.com/title/tt0183808/,Spanish Judges,2000,16 October 2000,"Crime, Drama",English,USA,"http://ia.media-imdb.com/images/M/MV5BMTIwMTM0NjE0NV5BMl5BanBnXkFtZTcwMTM0NzYxMQ@@._V1._SY317_CR5,0,214,317_.jpg",98 min,5.1,Oz Scott,"Vincent D'Onofrio, Matthew Lillard","A con-artist hires two low-lifes to cover him during a deal, ending with three criminals, two dueling pistols, and one night they'll never forget.","The stranger Jack arrives in the studio of the crook collector of antiques Max and tells his ambitious companion and specialist in poisons Jamie that he is Jack's brother. Jamie does not buy his story, dominates Jack and ties him up to a chair. When Max arrives, Jack proposes US$ 100,000.00 for each one to protect him in a negotiation of the antiques ""Spanish Judges"" with a wealthy and dangerous collector. Max invites his stupid acquaintance Piece, who comes with his retarded girlfriend that believes she is from Mars, to compose the backup team. However, Jack double-crosses the collector and then he intrigues Jack, Jamie and Piece.,","$3,500,000(estimated)",,,Collectors Films LLC,98 min,Stereo,Color,1.85 : 1,,Ruthless Behaviour,"Los Angeles, California, USA",,It's all about the con.,"Poison , Neck Breaking , Female Nudity , Antique Collector , Murder , See more"
http://www.imdb.com/title/tt0217621/,The List,2000,,Thriller,English,Canada,,90 min,4.9,Sylvain Guy,"Ryan O'Neal, Roc LaFortune","After being arrested for solicitation, a high-class prostitute threatens to make public a list of her best clients.","Some Laws Are Meant To Be Broken... High-class call girl Gabrielle Michelle stages her own arrest in a scheme to blackmail her well-known clients. Her list includes respected lawyers, honorable judges and even the Governor. When she submits it as evidence in court, the presiding judge, Richard Miller, is thrown into a moral dilemma. He can make the list public, incriminating friends and colleagues, or he can seal the list and keep its secrets. Whatever he does, someone's going to lose and there are people willing to do anything to stay unnamed. A gruesome murder raises the stakes to a new level. Miller is threatened and Gabrielle attacked. Then, when the detectives on the case are ordered to stop their investigation, one of them decides to continue on with Gabrielle's help. But to find a killer, they'll have to make themselves the bait.,",,,,GPA Films,,,,,,La liste,,Marcel GirouxSylvain Guy,,"Judge , High Class , Murder , Evidence , Bait , See more"
http://www.imdb.com/title/tt0259516/,The Poor and Hungry,2000,,Drama,English,USA,"http://ia.media-imdb.com/images/M/MV5BMTI4OTE2MzAwMV5BMl5BanBnXkFtZTcwMzI3NjkyMQ@@._V1._SY300_CR49,0,202,300_.jpg",118 min,6.8,Craig Brewer,"Eric Tate, Lindsey Roberts","A Memphis car thief falls in love with one of his victims, an attractive cellist.","A Memphis car thief falls in love with one of his victims, an attractive cellist.","$20,000(estimated)",,,BR2 Productions,,,,,,,"Memphis, Tennessee, USA",,,"Thief , Automobile , Auto Theft , Memphis Tennessee"
http://www.imdb.com/title/tt0208037/,The Chaos Factor,2000,28 June 2000,"Action, Drama, Thriller, War",English,USA,,93 min,4.9,Terry Cunningham,"Antonio Sabato Jr., Fred Ward",An American army intelligence officer discovers corruption and murder by American soldiers in Vietnam.,An American army intelligence officer discovers corruption and murder by American soldiers in Vietnam.,,,,,,,,,,Factor caos,"Santa Clarita, California, USA",Terry CunninghamJohn J. Kellyand 1 more credit,,"Soldier , Vietnam , Skeleton , Bigotry , Military Camp , See more"
http://www.imdb.com/title/tt0253486/,Sex Files: Pleasureville,2000,2000,,English,USA,,79 min,4.3,Marcy Ronen,"Bobby Johnston, Chris Johnston",Aliens masquerading as owners of a small town video store distribute tapes that cause anyone who watches them to pleasure themselves and whoever else is nearby.,Aliens masquerading as owners of a small town video store distribute tapes that cause anyone who watches them to pleasure themselves and whoever else is nearby.,,,,,,,,,,Arquivos Sexuais - Parte 2: Cidade do Prazer,,,,"Sex , Female Nudity , Softcore"
http://www.imdb.com/title/tt0315906/,Gone in 60 Seconds: The Ride,2000,,Action,English,USA,,,7.8,,Denice Shakarian Halicki,,,,,,,,,,,,,,,,
http://www.imdb.com/title/tt0244465/,Clayton,2000,,,English,USA,,,,Eric Fogel,"Jon Cryer, Adam Goldberg",,,,,,MTV Animation,,,,,,,"New York, USA",,,
http://www.imdb.com/title/tt0306427/,The 3 Kings,2000,,,English,UK,,,6.9,Shaun Mosley,"Paul Freeman, Sienna Guillory",The Three Wise Men encounter danger and intrigue in their quest to reach the birth of Christ in Bethlehem.,The Three Wise Men encounter danger and intrigue in their quest to reach the birth of Christ in Bethlehem.,,,,Wandering Star Film Limited,,,Color,,,,,,,Number In Title
http://www.imdb.com/title/tt0230055/,Bulandi,2000,7 January 2000,"Musical, Drama, Crime, Romance",Hindi,India,,175 min,4.6,Rama Rao Tatineni,"Anil Kapoor, Rekha",A noble family presides over a small town in India.,"This story revolves around a village where Thakur's word is law. All disputes are settled by him. The daughter of a business tycoon marries Thakur's brother Arjun, and eventually becomes a part of the community. A beautiful woman arrives in the village and attempts to rape Arjun. He avoids her, so she tries to disgrace him by accusing him of raping her.,",,,,Maa Sherawali Productions,175 min,Dolby Digital,Color,,,,,Aadesh K. ArjunErode Sounder,A Powerful Saga of Emotions,"Brother , Village , Flashback , Asian Indian , Dancing"
http://www.imdb.com/title/tt0201901/,Just One Night,2000,,Comedy,English,USA,"http://ia.media-imdb.com/images/M/MV5BMTg1NzIzNDk3MV5BMl5BanBnXkFtZTcwNzgzMzUxMQ@@._V1._SY317_CR5,0,214,317_.jpg",90 min,5.4,Alan Jacobs,"Timothy Hutton, Maria Grazia Cucinotta","Sometimes, beauty can make time stand still",,,,,Panoptic Pictures,,,,,,Juste une nuit,"California Academy of Sciences, Concourse Drive, Golden Gate Park, San Francisco, California, USA",,"Sometimes, beauty can make time stand still","Independent Film , Number In Title"
http://www.imdb.com/title/tt0243650/,Voyeur.com,2000,,Thriller,English,USA,"http://ia.media-imdb.com/images/M/MV5BMTQ5MjM1Mjg3MV5BMl5BanBnXkFtZTcwMTYxNTAzMQ@@._V1._SY317_CR16,0,214,317_.jpg",95 min,1.5,Serge Rodnunsky,"Jena Romano, Adam Weiner",Two young entrepreneurs open up a voyeuristic Internet site.,Two young entrepreneurs open up a voyeuristic Internet site.,,,,Rojak Films,,,,,Rojak Films - Info page,BigBrother.com,"North Hills, Los Angeles, California, USA",,,"Internet , Narration , Nudity , Blow Job In A Car , Internet Domain In Title , See more"
http://www.imdb.com/title/tt0210952/,Ritual,2000,,Drama,English,USA,,78 min,5.1,Stanley Bennett Clay,"Clarence Williams III, Denise Nicholas","Sensing there is something terribly wrong at home, a young man drops out of college and tries to 'fix' his family.","Sensing there is something terribly wrong at home, a young man drops out of college and tries to 'fix' his family.",,,,"Gotham Entertainment Group, Raslan Company of America",78 min,,Color,,,,,Stanley Bennett ClayStanley Bennett Clay,A Perfect Family in turmoil... A son who is determined to fix it by all means.,"Incest , Dropping Out Of School , Sexuality , Success , Mama's Boy , See more"
http://www.imdb.com/title/tt0213446/,The Amati Girls,2000,9 January 2001,Drama,English,USA,"http://ia.media-imdb.com/images/M/MV5BMTIwOTkwNTg1OF5BMl5BanBnXkFtZTYwNjUxODE5._V1._SY317_CR1,0,214,317_.jpg",91 min,4.3,Anne De Salvo,"Cloris Leachman, Mercedes Ruehl",Four sisters who disagree about everything... except what matters most. Family.,,,"$33,902(USA)(21 January 2001)(97 Screens)","$33,902(USA)(21 January 2001)","Fox Family Channel, Heritage Group, Persistent Entertainment",91 min,Mono,Color,1.85 : 1,Providence Entertainment,,"Los Angeles, California, USA",,Four sisters who disagree about everything... except what matters most. Family.,Independent Film
http://www.imdb.com/title/tt0166601/,Mr. Rice's Secret,2000,16 March 2001,"Drama, Family, Fantasy",English,Canada,"http://ia.media-imdb.com/images/M/MV5BMTU5ODA3ODcxNV5BMl5BanBnXkFtZTcwNTUxNTAzMQ@@._V1._SY317_CR16,0,214,317_.jpg",113 min,5.8,Nicholas Kendall,"David Bowie, Bill Switzer","A terminally-ill boy's life is saved when his deceased 400-year-old friend, ""Mr. Rice"", leads him on a treasure hunt to find a magical ""Potion of Life"".","A terminally-ill boy's life is saved when his deceased 400-year-old friend, ""Mr. Rice"", leads him on a treasure hunt to find a magical ""Potion of Life"".","$3,500,000(estimated)",,,"New City Productions, Panorama Entertainment","113 min, 93 min",Dolby,Color,,,Exhuming Mr. Rice,,,It's what you do in life that counts.,"400 Year Old , Friend , Friendship , Exhumation , Cancer , See more"
http://www.imdb.com/title/tt0202864/,Endsville,2000,,,English,USA,,,4.8,Steven Cantor,"Kyle Secor, Alan Ruck","A mock-documentary about a religious cult headed by Caleb Solar in Endsville, NY that believes the world is coming to an end in the form of a giant flood.","A mock-documentary about a religious cult headed by Caleb Solar in Endsville, NY that believes the world is coming to an end in the form of a giant flood.",,,,Stick Figure Productions,,,,,"The Official Site of Endsville, NY!",,"Poughkeepsie, New York, USA",Steven CantorDaniel Laikind,Because the outside world really stinks.,Independent Film
